0	656,879844854
1	1288,51362794
2	1919,09146646
3	2388,45668885
4	2721,65594183
5	2948,68453271
6	3100,41823949
7	3200,53848581
8	3266,10203154
9	3308,82740435
10	3336,58474257
11	3354,58237392
12	3366,23720692
13	3373,77848163
14	3378,65552762
15	3381,80851899
16	3383,84647313
17	3385,1635319
18	3386,01462406
19	3386,56457332
20	3386,91992001
21	3387,1495197
22	3387,29786832
23	3387,39371813
24	3387,45564744
25	3387,49566027
26	3387,52151268
27	3387,53821598
28	3387,54900801
29	3387,55598074
30	3387,56048583
31	3387,56339657
32	3387,5652772
33	3387,56649227
34	3387,56727733
35	3387,56778456
36	3387,56811228
37	3387,56832402
38	3387,56846082
39	3387,56854921
40	3387,56860632
41	3387,56864322
42	3387,56866706
